query-id	corpus-id	score
genQ126	44	1
genQ127	44	1
genQ128	44	1
genQ129	45	1
genQ130	45	1
genQ131	45	1
genQ132	46	1
genQ133	46	1
genQ134	46	1
genQ135	47	1
genQ136	47	1
genQ137	47	1
genQ138	48	1
genQ139	48	1
genQ140	48	1
genQ141	49	1
genQ142	49	1
genQ143	49	1
genQ144	50	1
genQ145	50	1
genQ146	50	1
genQ147	51	1
genQ148	51	1
genQ149	51	1
genQ150	52	1
genQ151	52	1
genQ152	52	1
genQ153	53	1
genQ154	53	1
genQ155	53	1
genQ156	54	1
genQ157	54	1
genQ158	54	1
genQ159	55	1
genQ160	55	1
genQ161	55	1
genQ162	56	1
genQ163	56	1
genQ164	57	1
genQ165	57	1
genQ166	57	1
genQ167	58	1
genQ168	58	1
genQ169	58	1
genQ170	59	1
genQ171	59	1
genQ172	59	1
genQ173	60	1
genQ174	60	1
genQ175	60	1
genQ176	61	1
genQ177	61	1
genQ178	61	1
genQ179	62	1
genQ180	62	1
genQ181	62	1
genQ182	63	1
genQ183	63	1
genQ184	63	1
genQ185	64	1
genQ186	64	1
genQ187	64	1
genQ188	65	1
genQ189	65	1
genQ190	65	1
genQ191	66	1
genQ192	66	1
genQ193	67	1
genQ194	67	1
genQ195	67	1
genQ196	68	1
genQ197	68	1
genQ198	68	1
genQ199	69	1
genQ200	69	1
genQ201	69	1
genQ202	70	1
genQ203	70	1
genQ204	70	1
genQ205	71	1
genQ206	71	1
genQ207	71	1
genQ208	72	1
genQ209	72	1
genQ210	72	1
genQ211	73	1
genQ212	74	1
genQ213	74	1
genQ214	74	1
genQ215	75	1
genQ216	75	1
genQ217	75	1
genQ218	76	1
genQ219	76	1
genQ220	76	1
genQ221	77	1
genQ222	77	1
genQ223	78	1
genQ224	78	1
genQ225	78	1
genQ226	79	1
genQ227	79	1
genQ228	79	1
genQ229	80	1
genQ230	80	1
genQ231	80	1
genQ232	81	1
genQ233	81	1
genQ234	81	1
genQ235	82	1
genQ236	82	1
genQ237	82	1
genQ238	83	1
genQ239	83	1
genQ240	84	1
genQ241	84	1
genQ242	84	1
genQ243	85	1
genQ244	85	1
genQ245	85	1
genQ246	86	1
genQ247	86	1
genQ248	86	1
genQ249	87	1
genQ250	87	1
genQ251	87	1
genQ252	88	1
genQ253	88	1
genQ254	88	1
genQ255	89	1
genQ256	89	1
genQ257	90	1
genQ258	90	1
genQ259	90	1
genQ260	91	1
genQ261	91	1
genQ262	91	1
genQ263	92	1
genQ264	92	1
genQ265	92	1
genQ266	93	1
genQ267	93	1
genQ268	94	1
genQ269	94	1
genQ270	94	1
genQ271	95	1
genQ272	95	1
genQ273	95	1
genQ274	96	1
genQ275	96	1
genQ276	96	1
genQ277	97	1
genQ278	97	1
genQ279	97	1
genQ280	98	1
genQ281	98	1
genQ282	98	1
genQ283	99	1
genQ284	99	1
genQ285	99	1
genQ286	100	1
genQ287	100	1
genQ288	100	1
genQ289	101	1
genQ290	101	1
genQ291	101	1
genQ292	102	1
genQ293	102	1
genQ294	102	1
genQ295	103	1
genQ296	103	1
genQ297	103	1
genQ298	104	1
genQ299	104	1
genQ300	104	1
genQ301	105	1
genQ302	105	1
genQ303	105	1
genQ304	106	1
genQ305	106	1
genQ306	107	1
genQ307	107	1
genQ308	107	1
genQ309	108	1
genQ310	108	1
genQ311	109	1
genQ312	109	1
genQ313	110	1
genQ314	110	1
genQ315	110	1
genQ316	111	1
genQ317	111	1
genQ318	111	1
genQ319	112	1
genQ320	112	1
genQ321	112	1
genQ322	113	1
genQ323	113	1
genQ324	113	1
genQ325	114	1
genQ326	114	1
genQ327	114	1
genQ328	115	1
genQ329	115	1
genQ330	116	1
genQ331	116	1
genQ332	116	1
genQ333	117	1
genQ334	117	1
genQ335	117	1
genQ336	118	1
genQ337	118	1
genQ338	118	1
genQ339	119	1
genQ340	119	1
genQ341	119	1
genQ342	120	1
genQ343	120	1
genQ344	120	1
genQ345	121	1
genQ346	121	1
genQ347	121	1
genQ348	122	1
genQ349	122	1
genQ350	122	1
genQ351	123	1
genQ352	124	1
genQ353	124	1
genQ354	124	1
genQ355	125	1
genQ356	125	1
genQ357	125	1
genQ358	126	1
genQ359	126	1
genQ360	126	1
genQ361	127	1
genQ362	127	1
genQ363	127	1
genQ364	128	1
genQ365	128	1
genQ366	128	1
genQ367	129	1
genQ368	129	1
genQ369	129	1
genQ370	130	1
genQ371	130	1
genQ372	130	1
genQ373	131	1
genQ374	131	1
genQ375	131	1
genQ376	132	1
genQ377	132	1
genQ378	132	1
genQ379	133	1
genQ380	133	1
genQ381	133	1
genQ382	134	1
genQ383	134	1
genQ384	134	1
genQ385	135	1
genQ386	135	1
genQ387	135	1
genQ388	136	1
genQ389	136	1
genQ390	137	1
genQ391	137	1
genQ392	137	1
genQ393	138	1
genQ394	138	1
genQ395	138	1
genQ396	139	1
genQ397	139	1
genQ398	139	1
genQ399	140	1
genQ400	140	1
genQ401	140	1
genQ402	141	1
genQ403	141	1
genQ404	141	1
genQ405	142	1
genQ406	142	1
genQ407	143	1
genQ408	143	1
genQ409	143	1
genQ410	144	1
genQ411	144	1
genQ412	144	1
genQ413	145	1
genQ414	145	1
genQ415	145	1
genQ416	146	1
genQ417	146	1
genQ418	147	1
genQ419	147	1
genQ420	147	1
genQ421	148	1
genQ422	148	1
genQ423	148	1
genQ424	149	1
genQ425	149	1
genQ426	149	1
genQ427	150	1
genQ428	150	1
genQ429	150	1
genQ430	151	1
genQ431	151	1
genQ432	151	1
genQ433	152	1
genQ434	152	1
genQ435	152	1
genQ436	153	1
genQ437	153	1
genQ438	153	1
genQ439	154	1
genQ440	154	1
genQ441	154	1
genQ442	155	1
genQ443	155	1
genQ444	155	1
genQ445	156	1
genQ446	156	1
genQ447	157	1
genQ448	157	1
genQ449	157	1
genQ450	158	1
genQ451	158	1
genQ452	158	1
genQ453	159	1
genQ454	159	1
genQ455	159	1
genQ456	160	1
genQ457	160	1
genQ458	160	1
genQ459	161	1
genQ460	161	1
genQ461	161	1
genQ462	162	1
genQ463	162	1
genQ464	162	1
genQ465	163	1
genQ466	164	1
genQ467	164	1
genQ468	164	1
genQ469	165	1
genQ470	165	1
genQ471	165	1
genQ472	166	1
genQ473	166	1
genQ474	166	1
genQ475	167	1
genQ476	167	1
genQ477	167	1
genQ478	168	1
genQ479	168	1
genQ480	168	1
genQ481	169	1
genQ482	169	1
genQ483	169	1
genQ484	170	1
genQ485	170	1
genQ486	170	1
genQ487	171	1
genQ488	171	1
genQ489	171	1
genQ490	172	1
genQ491	172	1
genQ492	172	1
genQ493	173	1
genQ494	173	1
genQ495	173	1
genQ496	174	1
genQ497	174	1
genQ498	174	1
genQ499	175	1
genQ500	175	1
genQ501	175	1
genQ502	176	1
genQ503	176	1
genQ504	176	1
genQ505	177	1
genQ506	177	1
genQ507	177	1
genQ508	178	1
genQ509	178	1
genQ510	178	1
genQ511	179	1
genQ512	179	1
genQ513	179	1
genQ514	180	1
genQ515	180	1
genQ516	180	1
genQ517	181	1
genQ518	181	1
genQ519	181	1
genQ520	182	1
genQ521	182	1
genQ522	182	1
genQ523	183	1
genQ524	183	1
genQ525	183	1
genQ526	184	1
genQ527	184	1
genQ528	184	1
genQ529	185	1
genQ530	185	1
genQ531	185	1
genQ532	186	1
genQ533	186	1
genQ534	186	1
genQ535	187	1
genQ536	187	1
genQ537	187	1
genQ538	188	1
genQ539	188	1
genQ540	188	1
genQ541	189	1
genQ542	189	1
genQ543	189	1
genQ544	190	1
genQ545	190	1
genQ546	190	1
genQ547	191	1
genQ548	191	1
genQ549	191	1
genQ550	192	1
genQ551	192	1
genQ552	192	1
genQ553	193	1
genQ554	193	1
genQ555	194	1
genQ556	194	1
genQ557	194	1
genQ558	195	1
genQ559	195	1
genQ560	195	1
genQ561	196	1
genQ562	196	1
genQ563	196	1
genQ564	197	1
genQ565	197	1
genQ566	197	1
genQ567	198	1
genQ568	198	1
genQ569	198	1
genQ570	199	1
genQ571	199	1
genQ572	199	1
genQ573	200	1
genQ574	200	1
genQ575	200	1
genQ576	201	1
genQ577	201	1
genQ578	201	1
genQ579	202	1
genQ580	202	1
genQ581	202	1
genQ582	203	1
genQ583	203	1
genQ584	203	1
genQ585	204	1
genQ586	204	1
genQ587	205	1
genQ588	205	1
genQ589	205	1
genQ590	206	1
genQ591	206	1
genQ592	206	1
genQ593	207	1
genQ594	207	1
genQ595	207	1
genQ596	208	1
genQ597	208	1
genQ598	209	1
genQ599	209	1
genQ600	209	1
genQ601	210	1
genQ602	210	1
genQ603	210	1
genQ604	211	1
genQ605	211	1
genQ606	211	1
genQ607	212	1
genQ608	212	1
genQ609	212	1
genQ610	213	1
genQ611	213	1
genQ612	213	1
genQ613	214	1
genQ614	214	1
genQ615	214	1
genQ616	215	1
genQ617	215	1
genQ618	215	1
genQ619	216	1
genQ620	216	1
genQ621	216	1
genQ622	217	1
genQ623	217	1
genQ624	217	1
genQ625	218	1
genQ626	218	1
genQ627	219	1
genQ628	219	1
genQ629	219	1
genQ630	220	1
genQ631	220	1
genQ632	220	1
genQ633	221	1
genQ634	221	1
genQ635	221	1
genQ636	222	1
genQ637	222	1
genQ638	222	1
genQ639	223	1
genQ640	223	1
genQ641	224	1
genQ642	224	1
genQ643	225	1
genQ644	225	1
genQ645	225	1
genQ646	226	1
genQ647	226	1
genQ648	227	1
genQ649	227	1
genQ650	227	1
genQ651	228	1
genQ652	228	1
genQ653	228	1
genQ654	229	1
genQ655	229	1
genQ656	229	1
genQ657	230	1
genQ658	230	1
genQ659	230	1
genQ660	231	1
genQ661	232	1
genQ662	232	1
genQ663	232	1
genQ664	233	1
genQ665	233	1
genQ666	234	1
genQ667	234	1
genQ668	234	1
genQ669	235	1
genQ670	236	1
genQ671	236	1
genQ672	236	1
genQ673	237	1
genQ674	237	1
genQ675	237	1
genQ676	238	1
genQ677	238	1
genQ678	238	1
genQ679	239	1
genQ680	239	1
genQ681	239	1
genQ682	240	1
genQ683	240	1
genQ684	240	1
genQ685	241	1
genQ686	241	1
genQ687	241	1
genQ688	242	1
genQ689	242	1
genQ690	242	1
genQ691	243	1
genQ692	243	1
genQ693	243	1
genQ694	244	1
genQ695	244	1
genQ696	244	1
genQ697	245	1
genQ698	245	1
genQ699	245	1
genQ700	246	1
genQ701	246	1
genQ702	246	1
genQ703	247	1
genQ704	247	1
genQ705	247	1
genQ706	248	1
genQ707	248	1
genQ708	249	1
genQ709	249	1
genQ710	250	1
genQ711	250	1
genQ712	250	1
genQ713	251	1
genQ714	251	1
genQ715	251	1
genQ716	252	1
genQ717	252	1
genQ718	252	1
genQ719	253	1
genQ720	253	1
genQ721	254	1
genQ722	255	1
genQ723	255	1
genQ724	255	1
genQ725	256	1
genQ726	256	1
genQ727	257	1
genQ728	257	1
genQ729	257	1
genQ730	258	1
genQ731	258	1
genQ732	258	1
genQ733	259	1
genQ734	259	1
genQ735	259	1
genQ736	260	1
genQ737	260	1
genQ738	261	1
genQ739	261	1
genQ740	262	1
genQ741	262	1
genQ742	263	1
genQ743	263	1
genQ744	263	1
genQ745	264	1
genQ746	264	1
genQ747	264	1
genQ748	265	1
genQ749	265	1
genQ750	265	1
genQ751	266	1
genQ752	266	1
genQ753	266	1
genQ754	267	1
genQ755	267	1
genQ756	267	1
genQ757	268	1
genQ758	268	1
genQ759	268	1
genQ760	269	1
genQ761	269	1
genQ762	269	1
genQ763	270	1
genQ764	270	1
genQ765	270	1
genQ766	271	1
genQ767	271	1
genQ768	271	1
genQ769	272	1
genQ770	272	1
genQ771	273	1
genQ772	273	1
genQ773	274	1
genQ774	274	1
genQ775	275	1
genQ776	275	1
genQ777	275	1
genQ778	276	1
genQ779	276	1
genQ780	276	1
genQ781	277	1
genQ782	277	1
genQ783	277	1
genQ784	278	1
genQ785	278	1
genQ786	278	1
genQ787	279	1
genQ788	279	1
genQ789	279	1
genQ790	280	1
genQ791	280	1
genQ792	280	1
genQ793	281	1
genQ794	281	1
genQ795	281	1
genQ796	282	1
genQ797	282	1
genQ798	283	1
genQ799	283	1
genQ800	283	1
genQ801	284	1
genQ802	284	1
genQ803	284	1
genQ804	285	1
genQ805	285	1
genQ806	285	1
genQ807	286	1
genQ808	286	1
genQ809	286	1
genQ810	287	1
genQ811	287	1
genQ812	288	1
genQ813	288	1
genQ814	288	1
genQ815	289	1
genQ816	289	1
genQ817	289	1
genQ818	290	1
genQ819	290	1
genQ820	290	1
genQ821	291	1
genQ822	291	1
genQ823	291	1
genQ824	292	1
genQ825	292	1
genQ826	293	1
genQ827	293	1
genQ828	293	1
genQ829	294	1
genQ830	294	1
genQ831	294	1
genQ832	295	1
genQ833	295	1
genQ834	295	1
genQ835	296	1
genQ836	296	1
genQ837	296	1
genQ838	297	1
genQ839	297	1
genQ840	297	1
genQ841	298	1
genQ842	298	1
genQ843	299	1
genQ844	299	1
genQ845	299	1
genQ846	300	1
genQ847	300	1
genQ848	300	1
genQ849	301	1
genQ850	301	1
genQ851	301	1
genQ852	302	1
genQ853	302	1
genQ854	302	1
genQ855	303	1
genQ856	303	1
genQ857	304	1
genQ858	304	1
genQ859	304	1
genQ860	305	1
genQ861	305	1
genQ862	306	1
genQ863	307	1
genQ864	307	1
genQ865	307	1
genQ866	308	1
genQ867	308	1
genQ868	308	1
genQ869	309	1
genQ870	309	1
genQ871	310	1
genQ872	310	1
genQ873	310	1
genQ874	311	1
genQ875	311	1
genQ876	311	1
genQ877	312	1
genQ878	312	1
genQ879	312	1
genQ880	313	1
genQ881	313	1
genQ882	313	1
genQ883	314	1
genQ884	314	1
genQ885	314	1
genQ886	315	1
genQ887	315	1
genQ888	315	1
genQ889	316	1
genQ890	316	1
genQ891	317	1
genQ892	317	1
genQ893	317	1
genQ894	318	1
genQ895	318	1
genQ896	318	1
genQ897	319	1
genQ898	319	1
genQ899	319	1
genQ900	320	1
genQ901	320	1
genQ902	320	1
genQ903	321	1
genQ904	321	1
genQ905	321	1
genQ906	322	1
genQ907	322	1
genQ908	322	1
genQ909	323	1
genQ910	323	1
genQ911	323	1
genQ912	324	1
genQ913	324	1
genQ914	325	1
genQ915	325	1
genQ916	326	1
genQ917	326	1
genQ918	326	1
genQ919	327	1
genQ920	327	1
genQ921	327	1
genQ922	328	1
genQ923	328	1
genQ924	328	1
genQ925	329	1
genQ926	329	1
genQ927	329	1
genQ928	330	1
genQ929	330	1
genQ930	330	1
genQ931	331	1
genQ932	331	1
genQ933	331	1
genQ934	332	1
genQ935	332	1
genQ936	333	1
genQ937	333	1
genQ938	333	1
genQ939	334	1
genQ940	334	1
genQ941	334	1
genQ942	335	1
genQ943	335	1
genQ944	335	1
genQ945	336	1
genQ946	336	1
genQ947	336	1
genQ948	337	1
genQ949	337	1
genQ950	338	1
genQ951	338	1
genQ952	338	1
genQ953	339	1
genQ954	339	1
genQ955	339	1
genQ956	340	1
genQ957	340	1
genQ958	340	1
genQ959	341	1
genQ960	341	1
genQ961	341	1
genQ962	342	1
genQ963	342	1
genQ964	342	1
genQ965	343	1
genQ966	343	1
genQ967	343	1
genQ968	344	1
genQ969	344	1
genQ970	344	1
genQ971	345	1
genQ972	345	1
genQ973	345	1
genQ974	346	1
genQ975	346	1
genQ976	346	1
genQ977	347	1
genQ978	347	1
genQ979	347	1
genQ980	348	1
genQ981	348	1
genQ982	348	1
genQ983	349	1
genQ984	349	1
genQ985	349	1
genQ986	350	1
genQ987	350	1
genQ988	350	1
genQ989	351	1
genQ990	351	1
genQ991	351	1
genQ992	352	1
genQ993	352	1
genQ994	352	1
genQ995	353	1
genQ996	353	1
genQ997	353	1
genQ998	354	1
genQ999	354	1
genQ1000	354	1
genQ1001	355	1
genQ1002	355	1
genQ1003	355	1
genQ1004	356	1
genQ1005	356	1
genQ1006	356	1
genQ1007	357	1
genQ1008	357	1
genQ1009	357	1
genQ1010	358	1
genQ1011	358	1
genQ1012	358	1
genQ1013	359	1
genQ1014	359	1
genQ1015	359	1
genQ1016	360	1
genQ1017	360	1
genQ1018	360	1
genQ1019	361	1
genQ1020	361	1
genQ1021	361	1
genQ1022	362	1
genQ1023	362	1
genQ1024	362	1
genQ1025	363	1
genQ1026	363	1
genQ1027	364	1
genQ1028	364	1
genQ1029	364	1
genQ1030	365	1
genQ1031	365	1
genQ1032	366	1
genQ1033	366	1
genQ1034	366	1
genQ1035	367	1
genQ1036	367	1
genQ1037	367	1
genQ1038	368	1
genQ1039	368	1
genQ1040	369	1
genQ1041	369	1
genQ1042	369	1
genQ1043	370	1
genQ1044	370	1
genQ1045	370	1
genQ1046	371	1
genQ1047	371	1
genQ1048	371	1
genQ1049	372	1
genQ1050	372	1
genQ1051	372	1
genQ1052	373	1
genQ1053	373	1
genQ1054	373	1
genQ1055	374	1
genQ1056	374	1
genQ1057	374	1
genQ1058	375	1
genQ1059	375	1
genQ1060	375	1
genQ1061	376	1
genQ1062	376	1
genQ1063	376	1
genQ1064	377	1
genQ1065	377	1
genQ1066	377	1
genQ1067	378	1
genQ1068	378	1
genQ1069	379	1
genQ1070	379	1
genQ1071	380	1
genQ1072	380	1
genQ1073	380	1
genQ1074	381	1
genQ1075	381	1
genQ1076	381	1
genQ1077	382	1
genQ1078	382	1
genQ1079	382	1
genQ1080	383	1
genQ1081	383	1
genQ1082	383	1
genQ1083	384	1
genQ1084	384	1
genQ1085	384	1
genQ1086	385	1
genQ1087	385	1
genQ1088	385	1
genQ1089	386	1
genQ1090	386	1
genQ1091	386	1
genQ1092	387	1
genQ1093	387	1
genQ1094	387	1
genQ1095	388	1
genQ1096	388	1
genQ1097	388	1
genQ1098	389	1
genQ1099	389	1
genQ1100	389	1
genQ1101	390	1
genQ1102	390	1
genQ1103	390	1
genQ1104	391	1
genQ1105	391	1
genQ1106	391	1
genQ1107	392	1
genQ1108	392	1
genQ1109	392	1
genQ1110	393	1
genQ1111	393	1
genQ1112	393	1
genQ1113	394	1
genQ1114	394	1
genQ1115	394	1
genQ1116	395	1
genQ1117	395	1
genQ1118	395	1
genQ1119	396	1
genQ1120	396	1
genQ1121	396	1
genQ1122	397	1
genQ1123	397	1
genQ1124	397	1
genQ1125	398	1
genQ1126	398	1
genQ1127	398	1
genQ1128	399	1
genQ1129	399	1
genQ1130	399	1
genQ1131	400	1
genQ1132	400	1
genQ1133	400	1
genQ1134	401	1
genQ1135	401	1
genQ1136	401	1
genQ1137	402	1
genQ1138	402	1
genQ1139	403	1
genQ1140	403	1
genQ1141	403	1
genQ1142	404	1
genQ1143	404	1
genQ1144	404	1
genQ1145	405	1
genQ1146	405	1
genQ1147	405	1
genQ1148	406	1
genQ1149	406	1
genQ1150	406	1
genQ1151	407	1
genQ1152	407	1
genQ1153	407	1
genQ1154	408	1
genQ1155	408	1
genQ1156	408	1
genQ1157	409	1
genQ1158	409	1
genQ1159	409	1
genQ1160	410	1
genQ1161	410	1
genQ1162	410	1
genQ1163	411	1
genQ1164	411	1
genQ1165	411	1
genQ1166	412	1
genQ1167	412	1
genQ1168	412	1
genQ1169	413	1
genQ1170	413	1
genQ1171	413	1
genQ1172	414	1
genQ1173	414	1
genQ1174	415	1
genQ1175	415	1
genQ1176	415	1
genQ1177	416	1
genQ1178	416	1
genQ1179	416	1
genQ1180	417	1
genQ1181	417	1
genQ1182	417	1
genQ1183	418	1
genQ1184	418	1
genQ1185	418	1
genQ1186	419	1
genQ1187	419	1
genQ1188	419	1
genQ1189	420	1
genQ1190	420	1
genQ1191	420	1
genQ1192	421	1
genQ1193	421	1
genQ1194	421	1
genQ1195	422	1
genQ1196	422	1
genQ1197	422	1
genQ1198	423	1
genQ1199	423	1
genQ1200	423	1
genQ1201	424	1
genQ1202	424	1
genQ1203	424	1
genQ1204	425	1
genQ1205	425	1
genQ1206	425	1
genQ1207	426	1
genQ1208	426	1
genQ1209	426	1
genQ1210	427	1
genQ1211	427	1
genQ1212	427	1
genQ1213	428	1
genQ1214	428	1
genQ1215	429	1
genQ1216	429	1
genQ1217	429	1
genQ1218	430	1
genQ1219	430	1
genQ1220	431	1
genQ1221	431	1
genQ1222	431	1
genQ1223	432	1
genQ1224	432	1
genQ1225	432	1
genQ1226	433	1
genQ1227	433	1
genQ1228	434	1
genQ1229	435	1
genQ1230	435	1
genQ1231	435	1
genQ1232	436	1
genQ1233	436	1
genQ1234	436	1
genQ1235	437	1
genQ1236	437	1
genQ1237	437	1
genQ1238	438	1
genQ1239	438	1
genQ1240	438	1
genQ1241	439	1
genQ1242	439	1
genQ1243	439	1
genQ1244	440	1
genQ1245	441	1
genQ1246	441	1
genQ1247	441	1
genQ1248	442	1
genQ1249	442	1
genQ1250	443	1
genQ1251	443	1
genQ1252	443	1
genQ1253	444	1
genQ1254	444	1
genQ1255	444	1
genQ1256	445	1
genQ1257	445	1
genQ1258	445	1
genQ1259	446	1
genQ1260	446	1
genQ1261	446	1
genQ1262	447	1
genQ1263	447	1
genQ1264	447	1
genQ1265	448	1
genQ1266	448	1
genQ1267	448	1
genQ1268	449	1
genQ1269	449	1
genQ1270	449	1
genQ1271	450	1
genQ1272	450	1
genQ1273	450	1
genQ1274	451	1
genQ1275	451	1
genQ1276	451	1
genQ1277	452	1
genQ1278	452	1
genQ1279	453	1
genQ1280	453	1
genQ1281	454	1
genQ1282	454	1
genQ1283	454	1
genQ1284	455	1
genQ1285	455	1
genQ1286	455	1
genQ1287	456	1
genQ1288	456	1
genQ1289	456	1
genQ1290	457	1
genQ1291	457	1
genQ1292	457	1
genQ1293	458	1
genQ1294	458	1
genQ1295	458	1
genQ1296	459	1
genQ1297	459	1
genQ1298	459	1
genQ1299	460	1
genQ1300	460	1
genQ1301	461	1
genQ1302	461	1
genQ1303	461	1
genQ1304	462	1
genQ1305	462	1
genQ1306	462	1
genQ1307	463	1
genQ1308	463	1
genQ1309	464	1
genQ1310	464	1
genQ1311	464	1
genQ1312	465	1
genQ1313	465	1
genQ1314	465	1
genQ1315	466	1
genQ1316	466	1
genQ1317	466	1
genQ1318	467	1
genQ1319	467	1
genQ1320	467	1
genQ1321	468	1
genQ1322	468	1
genQ1323	468	1
genQ1324	469	1
genQ1325	469	1
genQ1326	469	1
genQ1327	470	1
genQ1328	470	1
genQ1329	470	1
genQ1330	471	1
genQ1331	471	1
genQ1332	471	1
genQ1333	472	1
genQ1334	472	1
genQ1335	472	1
genQ1336	473	1
genQ1337	473	1
genQ1338	473	1
genQ1339	474	1
genQ1340	474	1
genQ1341	474	1
genQ1342	475	1
genQ1343	475	1
genQ1344	475	1
genQ1345	476	1
genQ1346	476	1
genQ1347	476	1
genQ1348	477	1
genQ1349	477	1
genQ1350	477	1
genQ1351	478	1
genQ1352	478	1
genQ1353	478	1
genQ1354	479	1
genQ1355	479	1
genQ1356	479	1
genQ1357	480	1
genQ1358	480	1
genQ1359	480	1
genQ1360	481	1
genQ1361	481	1
genQ1362	481	1
genQ1363	482	1
genQ1364	482	1
genQ1365	482	1
genQ1366	483	1
genQ1367	483	1
genQ1368	483	1
genQ1369	484	1
genQ1370	484	1
genQ1371	485	1
genQ1372	485	1
genQ1373	485	1
genQ1374	486	1
genQ1375	486	1
genQ1376	486	1
genQ1377	487	1
genQ1378	488	1
genQ1379	488	1
genQ1380	488	1
genQ1381	489	1
genQ1382	489	1
genQ1383	489	1
genQ1384	490	1
genQ1385	490	1
genQ1386	490	1
genQ1387	491	1
genQ1388	491	1
genQ1389	491	1
genQ1390	492	1
genQ1391	492	1
genQ1392	492	1
genQ1393	493	1
genQ1394	493	1
genQ1395	493	1
genQ1396	494	1
genQ1397	494	1
genQ1398	494	1
genQ1399	495	1
genQ1400	495	1
genQ1401	496	1
genQ1402	496	1
genQ1403	496	1
genQ1404	497	1
genQ1405	497	1
genQ1406	497	1
genQ1407	498	1
genQ1408	498	1
genQ1409	499	1
genQ1410	499	1
genQ1411	499	1
genQ1412	500	1
genQ1413	500	1
genQ1414	500	1
genQ1415	501	1
genQ1416	501	1
genQ1417	501	1
genQ1418	502	1
genQ1419	502	1
genQ1420	502	1
genQ1421	503	1
genQ1422	503	1
genQ1423	503	1
genQ1424	504	1
genQ1425	504	1
genQ1426	504	1
genQ1427	505	1
genQ1428	505	1
genQ1429	505	1
genQ1430	506	1
genQ1431	506	1
genQ1432	506	1
genQ1433	507	1
genQ1434	507	1
genQ1435	507	1
genQ1436	508	1
genQ1437	508	1
genQ1438	508	1
genQ1439	509	1
genQ1440	509	1
genQ1441	509	1
genQ1442	510	1
genQ1443	510	1
genQ1444	510	1
genQ1445	511	1
genQ1446	511	1
genQ1447	511	1
genQ1448	512	1
genQ1449	512	1
genQ1450	512	1
genQ1451	513	1
genQ1452	513	1
genQ1453	513	1
genQ1454	514	1
genQ1455	514	1
genQ1456	515	1
genQ1457	515	1
genQ1458	515	1
genQ1459	516	1
genQ1460	516	1
genQ1461	516	1
genQ1462	517	1
genQ1463	517	1
genQ1464	517	1
genQ1465	518	1
genQ1466	518	1
genQ1467	518	1
genQ1468	519	1
genQ1469	519	1
genQ1470	519	1
genQ1471	520	1
genQ1472	520	1
genQ1473	520	1
genQ1474	521	1
genQ1475	521	1
genQ1476	521	1
genQ1477	522	1
genQ1478	522	1
genQ1479	523	1
genQ1480	523	1
genQ1481	523	1
genQ1482	524	1
genQ1483	524	1
genQ1484	525	1
genQ1485	525	1
genQ1486	525	1
genQ1487	526	1
genQ1488	526	1
genQ1489	526	1
genQ1490	527	1
genQ1491	527	1
genQ1492	527	1
genQ1493	528	1
genQ1494	528	1
genQ1495	528	1
genQ1496	529	1
genQ1497	529	1
