query-id	corpus-id	score
genQ126	44	1
genQ127	45	1
genQ128	45	1
genQ129	45	1
genQ130	46	1
genQ131	46	1
genQ132	46	1
genQ133	47	1
genQ134	47	1
genQ135	47	1
genQ136	48	1
genQ137	48	1
genQ138	48	1
genQ139	49	1
genQ140	50	1
genQ141	50	1
genQ142	50	1
genQ143	51	1
genQ144	51	1
genQ145	52	1
genQ146	52	1
genQ147	52	1
genQ148	53	1
genQ149	53	1
genQ150	53	1
genQ151	54	1
genQ152	54	1
genQ153	55	1
genQ154	55	1
genQ155	55	1
genQ156	56	1
genQ157	56	1
genQ158	56	1
genQ159	57	1
genQ160	57	1
genQ161	57	1
genQ162	58	1
genQ163	58	1
genQ164	58	1
genQ165	59	1
genQ166	59	1
genQ167	59	1
genQ168	60	1
genQ169	60	1
genQ170	60	1
genQ171	61	1
genQ172	61	1
genQ173	62	1
genQ174	62	1
genQ175	62	1
genQ176	63	1
genQ177	63	1
genQ178	63	1
genQ179	64	1
genQ180	64	1
genQ181	64	1
genQ182	65	1
genQ183	65	1
genQ184	65	1
genQ185	66	1
genQ186	66	1
genQ187	67	1
genQ188	67	1
genQ189	68	1
genQ190	68	1
genQ191	68	1
genQ192	69	1
genQ193	69	1
genQ194	69	1
genQ195	70	1
genQ196	70	1
genQ197	70	1
genQ198	71	1
genQ199	71	1
genQ200	71	1
genQ201	72	1
genQ202	72	1
genQ203	72	1
genQ204	73	1
genQ205	73	1
genQ206	74	1
genQ207	74	1
genQ208	75	1
genQ209	75	1
genQ210	75	1
genQ211	76	1
genQ212	76	1
genQ213	76	1
genQ214	77	1
genQ215	77	1
genQ216	77	1
genQ217	78	1
genQ218	78	1
genQ219	78	1
genQ220	79	1
genQ221	79	1
genQ222	79	1
genQ223	80	1
genQ224	80	1
genQ225	80	1
genQ226	81	1
genQ227	81	1
genQ228	81	1
genQ229	82	1
genQ230	82	1
genQ231	82	1
genQ232	83	1
genQ233	83	1
genQ234	83	1
genQ235	84	1
genQ236	84	1
genQ237	84	1
genQ238	85	1
genQ239	85	1
genQ240	86	1
genQ241	86	1
genQ242	86	1
genQ243	87	1
genQ244	87	1
genQ245	87	1
genQ246	88	1
genQ247	88	1
genQ248	88	1
genQ249	89	1
genQ250	89	1
genQ251	89	1
genQ252	90	1
genQ253	90	1
genQ254	90	1
genQ255	91	1
genQ256	91	1
genQ257	91	1
genQ258	92	1
genQ259	92	1
genQ260	93	1
genQ261	93	1
genQ262	93	1
genQ263	94	1
genQ264	94	1
genQ265	94	1
genQ266	95	1
genQ267	95	1
genQ268	95	1
genQ269	96	1
genQ270	96	1
genQ271	96	1
genQ272	97	1
genQ273	97	1
genQ274	97	1
genQ275	98	1
genQ276	98	1
genQ277	98	1
genQ278	99	1
genQ279	99	1
genQ280	99	1
genQ281	100	1
genQ282	100	1
genQ283	100	1
genQ284	101	1
genQ285	101	1
genQ286	102	1
genQ287	102	1
genQ288	102	1
genQ289	103	1
genQ290	103	1
genQ291	103	1
genQ292	104	1
genQ293	104	1
genQ294	104	1
genQ295	105	1
genQ296	105	1
genQ297	105	1
genQ298	106	1
genQ299	106	1
genQ300	106	1
genQ301	107	1
genQ302	107	1
genQ303	107	1
genQ304	108	1
genQ305	108	1
genQ306	108	1
genQ307	109	1
genQ308	109	1
genQ309	109	1
genQ310	110	1
genQ311	110	1
genQ312	110	1
genQ313	111	1
genQ314	111	1
genQ315	111	1
genQ316	112	1
genQ317	112	1
genQ318	113	1
genQ319	113	1
genQ320	113	1
genQ321	114	1
genQ322	114	1
genQ323	114	1
genQ324	115	1
genQ325	116	1
genQ326	116	1
genQ327	116	1
genQ328	117	1
genQ329	117	1
genQ330	117	1
genQ331	118	1
genQ332	118	1
genQ333	118	1
genQ334	119	1
genQ335	119	1
genQ336	119	1
genQ337	120	1
genQ338	120	1
genQ339	120	1
genQ340	121	1
genQ341	121	1
genQ342	122	1
genQ343	122	1
genQ344	122	1
genQ345	123	1
genQ346	123	1
genQ347	124	1
genQ348	124	1
genQ349	124	1
genQ350	125	1
genQ351	125	1
genQ352	125	1
genQ353	126	1
genQ354	126	1
genQ355	126	1
genQ356	127	1
genQ357	127	1
genQ358	127	1
genQ359	128	1
genQ360	128	1
genQ361	129	1
genQ362	129	1
genQ363	129	1
genQ364	130	1
genQ365	130	1
genQ366	130	1
genQ367	131	1
genQ368	131	1
genQ369	131	1
genQ370	132	1
genQ371	132	1
genQ372	132	1
genQ373	133	1
genQ374	133	1
genQ375	133	1
genQ376	134	1
genQ377	134	1
genQ378	134	1
genQ379	135	1
genQ380	135	1
genQ381	136	1
genQ382	136	1
genQ383	136	1
genQ384	137	1
genQ385	137	1
genQ386	137	1
genQ387	138	1
genQ388	138	1
genQ389	138	1
genQ390	139	1
genQ391	139	1
genQ392	140	1
genQ393	140	1
genQ394	140	1
genQ395	141	1
genQ396	141	1
genQ397	141	1
genQ398	142	1
genQ399	142	1
genQ400	142	1
genQ401	143	1
genQ402	143	1
genQ403	143	1
genQ404	144	1
genQ405	144	1
genQ406	144	1
genQ407	145	1
genQ408	145	1
genQ409	145	1
genQ410	146	1
genQ411	146	1
genQ412	146	1
genQ413	147	1
genQ414	147	1
genQ415	147	1
genQ416	148	1
genQ417	148	1
genQ418	148	1
genQ419	149	1
genQ420	149	1
genQ421	149	1
genQ422	150	1
genQ423	150	1
genQ424	150	1
genQ425	151	1
genQ426	151	1
genQ427	151	1
genQ428	152	1
genQ429	152	1
genQ430	152	1
genQ431	153	1
genQ432	153	1
genQ433	153	1
genQ434	154	1
genQ435	154	1
genQ436	154	1
genQ437	155	1
genQ438	155	1
genQ439	155	1
genQ440	156	1
genQ441	156	1
genQ442	157	1
genQ443	157	1
genQ444	157	1
genQ445	158	1
genQ446	158	1
genQ447	158	1
genQ448	159	1
genQ449	159	1
genQ450	159	1
genQ451	160	1
genQ452	160	1
genQ453	160	1
genQ454	161	1
genQ455	161	1
genQ456	161	1
genQ457	162	1
genQ458	162	1
genQ459	162	1
genQ460	163	1
genQ461	163	1
genQ462	164	1
genQ463	164	1
genQ464	164	1
genQ465	165	1
genQ466	165	1
genQ467	165	1
genQ468	166	1
genQ469	166	1
genQ470	166	1
genQ471	167	1
genQ472	167	1
genQ473	167	1
genQ474	168	1
genQ475	168	1
genQ476	168	1
genQ477	169	1
genQ478	169	1
genQ479	169	1
genQ480	170	1
genQ481	170	1
genQ482	170	1
genQ483	171	1
genQ484	171	1
genQ485	171	1
genQ486	172	1
genQ487	172	1
genQ488	172	1
genQ489	173	1
genQ490	173	1
genQ491	173	1
genQ492	174	1
genQ493	174	1
genQ494	174	1
genQ495	175	1
genQ496	175	1
genQ497	175	1
genQ498	176	1
genQ499	176	1
genQ500	176	1
genQ501	177	1
genQ502	177	1
genQ503	177	1
genQ504	178	1
genQ505	178	1
genQ506	178	1
genQ507	179	1
genQ508	179	1
genQ509	179	1
genQ510	180	1
genQ511	180	1
genQ512	180	1
genQ513	181	1
genQ514	181	1
genQ515	181	1
genQ516	182	1
genQ517	182	1
genQ518	182	1
genQ519	183	1
genQ520	183	1
genQ521	183	1
genQ522	184	1
genQ523	184	1
genQ524	184	1
genQ525	185	1
genQ526	185	1
genQ527	185	1
genQ528	186	1
genQ529	186	1
genQ530	186	1
genQ531	187	1
genQ532	187	1
genQ533	187	1
genQ534	188	1
genQ535	188	1
genQ536	188	1
genQ537	189	1
genQ538	189	1
genQ539	189	1
genQ540	190	1
genQ541	190	1
genQ542	190	1
genQ543	191	1
genQ544	191	1
genQ545	191	1
genQ546	192	1
genQ547	192	1
genQ548	193	1
genQ549	193	1
genQ550	193	1
genQ551	194	1
genQ552	194	1
genQ553	194	1
genQ554	195	1
genQ555	195	1
genQ556	195	1
genQ557	196	1
genQ558	196	1
genQ559	196	1
genQ560	197	1
genQ561	197	1
genQ562	197	1
genQ563	198	1
genQ564	198	1
genQ565	198	1
genQ566	199	1
genQ567	199	1
genQ568	199	1
genQ569	200	1
genQ570	200	1
genQ571	200	1
genQ572	201	1
genQ573	201	1
genQ574	201	1
genQ575	202	1
genQ576	202	1
genQ577	202	1
genQ578	203	1
genQ579	203	1
genQ580	203	1
genQ581	204	1
genQ582	205	1
genQ583	205	1
genQ584	205	1
genQ585	206	1
genQ586	206	1
genQ587	206	1
genQ588	207	1
genQ589	207	1
genQ590	208	1
genQ591	208	1
genQ592	208	1
genQ593	209	1
genQ594	209	1
genQ595	209	1
genQ596	210	1
genQ597	210	1
genQ598	210	1
genQ599	211	1
genQ600	211	1
genQ601	211	1
genQ602	212	1
genQ603	212	1
genQ604	212	1
genQ605	213	1
genQ606	213	1
genQ607	213	1
genQ608	214	1
genQ609	214	1
genQ610	215	1
genQ611	215	1
genQ612	216	1
genQ613	216	1
genQ614	216	1
genQ615	217	1
genQ616	217	1
genQ617	217	1
genQ618	218	1
genQ619	218	1
genQ620	219	1
genQ621	220	1
genQ622	220	1
genQ623	220	1
genQ624	221	1
genQ625	221	1
genQ626	221	1
genQ627	222	1
genQ628	222	1
genQ629	222	1
genQ630	223	1
genQ631	223	1
genQ632	223	1
genQ633	224	1
genQ634	225	1
genQ635	225	1
genQ636	225	1
genQ637	226	1
genQ638	226	1
genQ639	227	1
genQ640	227	1
genQ641	228	1
genQ642	228	1
genQ643	228	1
genQ644	229	1
genQ645	229	1
genQ646	230	1
genQ647	230	1
genQ648	230	1
genQ649	231	1
genQ650	232	1
genQ651	232	1
genQ652	232	1
genQ653	233	1
genQ654	234	1
genQ655	234	1
genQ656	234	1
genQ657	235	1
genQ658	236	1
genQ659	237	1
genQ660	237	1
genQ661	238	1
genQ662	238	1
genQ663	238	1
genQ664	239	1
genQ665	239	1
genQ666	239	1
genQ667	240	1
genQ668	240	1
genQ669	240	1
genQ670	241	1
genQ671	241	1
genQ672	241	1
genQ673	242	1
genQ674	242	1
genQ675	242	1
genQ676	243	1
genQ677	243	1
genQ678	243	1
genQ679	244	1
genQ680	244	1
genQ681	244	1
genQ682	245	1
genQ683	245	1
genQ684	246	1
genQ685	246	1
genQ686	246	1
genQ687	247	1
genQ688	247	1
genQ689	247	1
genQ690	248	1
genQ691	248	1
genQ692	248	1
genQ693	249	1
genQ694	249	1
genQ695	249	1
genQ696	250	1
genQ697	250	1
genQ698	250	1
genQ699	251	1
genQ700	251	1
genQ701	252	1
genQ702	252	1
genQ703	252	1
genQ704	253	1
genQ705	253	1
genQ706	254	1
genQ707	254	1
genQ708	254	1
genQ709	255	1
genQ710	255	1
genQ711	256	1
genQ712	256	1
genQ713	256	1
genQ714	257	1
genQ715	257	1
genQ716	257	1
genQ717	258	1
genQ718	258	1
genQ719	258	1
genQ720	259	1
genQ721	259	1
genQ722	259	1
genQ723	260	1
genQ724	260	1
genQ725	260	1
genQ726	261	1
genQ727	261	1
genQ728	261	1
genQ729	262	1
genQ730	262	1
genQ731	262	1
genQ732	263	1
genQ733	263	1
genQ734	263	1
genQ735	264	1
genQ736	264	1
genQ737	265	1
genQ738	265	1
genQ739	265	1
genQ740	266	1
genQ741	266	1
genQ742	266	1
genQ743	267	1
genQ744	267	1
genQ745	267	1
genQ746	268	1
genQ747	268	1
genQ748	268	1
genQ749	269	1
genQ750	269	1
genQ751	269	1
genQ752	270	1
genQ753	270	1
genQ754	270	1
genQ755	271	1
genQ756	271	1
genQ757	271	1
genQ758	272	1
genQ759	272	1
genQ760	272	1
genQ761	273	1
genQ762	273	1
genQ763	273	1
genQ764	274	1
genQ765	274	1
genQ766	274	1
genQ767	275	1
genQ768	275	1
genQ769	276	1
genQ770	276	1
genQ771	276	1
genQ772	277	1
genQ773	277	1
genQ774	278	1
genQ775	278	1
genQ776	278	1
genQ777	279	1
genQ778	279	1
genQ779	279	1
genQ780	280	1
genQ781	280	1
genQ782	280	1
genQ783	281	1
genQ784	281	1
genQ785	282	1
genQ786	282	1
genQ787	282	1
genQ788	283	1
genQ789	283	1
genQ790	283	1
genQ791	284	1
genQ792	284	1
genQ793	284	1
genQ794	285	1
genQ795	285	1
genQ796	285	1
genQ797	286	1
genQ798	286	1
genQ799	286	1
genQ800	287	1
genQ801	287	1
genQ802	287	1
genQ803	288	1
genQ804	288	1
genQ805	288	1
genQ806	289	1
genQ807	289	1
genQ808	289	1
genQ809	290	1
genQ810	290	1
genQ811	290	1
genQ812	291	1
genQ813	291	1
genQ814	291	1
genQ815	292	1
genQ816	292	1
genQ817	292	1
genQ818	293	1
genQ819	293	1
genQ820	293	1
genQ821	294	1
genQ822	294	1
genQ823	294	1
genQ824	295	1
genQ825	295	1
genQ826	295	1
genQ827	296	1
genQ828	296	1
genQ829	297	1
genQ830	297	1
genQ831	297	1
genQ832	298	1
genQ833	298	1
genQ834	298	1
genQ835	299	1
genQ836	299	1
genQ837	299	1
genQ838	300	1
genQ839	300	1
genQ840	301	1
genQ841	301	1
genQ842	301	1
genQ843	302	1
genQ844	302	1
genQ845	302	1
genQ846	303	1
genQ847	303	1
genQ848	303	1
genQ849	304	1
genQ850	304	1
genQ851	304	1
genQ852	305	1
genQ853	305	1
genQ854	306	1
genQ855	306	1
genQ856	307	1
genQ857	307	1
genQ858	307	1
genQ859	308	1
genQ860	308	1
genQ861	308	1
genQ862	309	1
genQ863	309	1
genQ864	309	1
genQ865	310	1
genQ866	311	1
genQ867	311	1
genQ868	311	1
genQ869	312	1
genQ870	312	1
genQ871	312	1
genQ872	313	1
genQ873	313	1
genQ874	313	1
genQ875	314	1
genQ876	314	1
genQ877	314	1
genQ878	315	1
genQ879	315	1
genQ880	315	1
genQ881	316	1
genQ882	316	1
genQ883	316	1
genQ884	317	1
genQ885	317	1
genQ886	317	1
genQ887	318	1
genQ888	318	1
genQ889	318	1
genQ890	319	1
genQ891	319	1
genQ892	319	1
genQ893	320	1
genQ894	320	1
genQ895	320	1
genQ896	321	1
genQ897	321	1
genQ898	321	1
genQ899	322	1
genQ900	322	1
genQ901	322	1
genQ902	323	1
genQ903	323	1
genQ904	323	1
genQ905	324	1
genQ906	324	1
genQ907	325	1
genQ908	325	1
genQ909	326	1
genQ910	326	1
genQ911	326	1
genQ912	327	1
genQ913	327	1
genQ914	327	1
genQ915	328	1
genQ916	328	1
genQ917	328	1
genQ918	329	1
genQ919	329	1
genQ920	329	1
genQ921	330	1
genQ922	330	1
genQ923	330	1
genQ924	331	1
genQ925	332	1
genQ926	332	1
genQ927	332	1
genQ928	333	1
genQ929	333	1
genQ930	333	1
genQ931	334	1
genQ932	334	1
genQ933	335	1
genQ934	335	1
genQ935	335	1
genQ936	336	1
genQ937	336	1
genQ938	336	1
genQ939	337	1
genQ940	337	1
genQ941	337	1
genQ942	338	1
genQ943	338	1
genQ944	338	1
genQ945	339	1
genQ946	339	1
genQ947	339	1
genQ948	340	1
genQ949	340	1
genQ950	340	1
genQ951	341	1
genQ952	341	1
genQ953	341	1
genQ954	342	1
genQ955	342	1
genQ956	342	1
genQ957	343	1
genQ958	343	1
genQ959	343	1
genQ960	344	1
genQ961	344	1
genQ962	344	1
genQ963	345	1
genQ964	345	1
genQ965	345	1
genQ966	346	1
genQ967	346	1
genQ968	347	1
genQ969	347	1
genQ970	347	1
genQ971	348	1
genQ972	348	1
genQ973	349	1
genQ974	349	1
genQ975	349	1
genQ976	350	1
genQ977	350	1
genQ978	350	1
genQ979	351	1
genQ980	351	1
genQ981	351	1
genQ982	352	1
genQ983	352	1
genQ984	352	1
genQ985	353	1
genQ986	353	1
genQ987	353	1
genQ988	354	1
genQ989	354	1
genQ990	354	1
genQ991	355	1
genQ992	355	1
genQ993	355	1
genQ994	356	1
genQ995	356	1
genQ996	356	1
genQ997	357	1
genQ998	357	1
genQ999	357	1
genQ1000	358	1
genQ1001	358	1
genQ1002	358	1
genQ1003	359	1
genQ1004	359	1
genQ1005	359	1
genQ1006	360	1
genQ1007	360	1
genQ1008	360	1
genQ1009	361	1
genQ1010	361	1
genQ1011	361	1
genQ1012	362	1
genQ1013	362	1
genQ1014	362	1
genQ1015	363	1
genQ1016	363	1
genQ1017	363	1
genQ1018	364	1
genQ1019	364	1
genQ1020	365	1
genQ1021	366	1
genQ1022	366	1
genQ1023	366	1
genQ1024	367	1
genQ1025	367	1
genQ1026	367	1
genQ1027	368	1
genQ1028	368	1
genQ1029	369	1
genQ1030	369	1
genQ1031	369	1
genQ1032	370	1
genQ1033	370	1
genQ1034	370	1
genQ1035	371	1
genQ1036	371	1
genQ1037	371	1
genQ1038	372	1
genQ1039	372	1
genQ1040	372	1
genQ1041	373	1
genQ1042	373	1
genQ1043	373	1
genQ1044	374	1
genQ1045	374	1
genQ1046	374	1
genQ1047	375	1
genQ1048	375	1
genQ1049	375	1
genQ1050	376	1
genQ1051	376	1
genQ1052	376	1
genQ1053	377	1
genQ1054	377	1
genQ1055	377	1
genQ1056	378	1
genQ1057	378	1
genQ1058	378	1
genQ1059	379	1
genQ1060	379	1
genQ1061	380	1
genQ1062	380	1
genQ1063	380	1
genQ1064	381	1
genQ1065	381	1
genQ1066	381	1
genQ1067	382	1
genQ1068	382	1
genQ1069	383	1
genQ1070	383	1
genQ1071	384	1
genQ1072	384	1
genQ1073	384	1
genQ1074	385	1
genQ1075	385	1
genQ1076	385	1
genQ1077	386	1
genQ1078	386	1
genQ1079	386	1
genQ1080	387	1
genQ1081	387	1
genQ1082	387	1
genQ1083	388	1
genQ1084	388	1
genQ1085	388	1
genQ1086	389	1
genQ1087	389	1
genQ1088	389	1
genQ1089	390	1
genQ1090	390	1
genQ1091	390	1
genQ1092	391	1
genQ1093	391	1
genQ1094	391	1
genQ1095	392	1
genQ1096	392	1
genQ1097	392	1
genQ1098	393	1
genQ1099	393	1
genQ1100	393	1
genQ1101	394	1
genQ1102	395	1
genQ1103	395	1
genQ1104	395	1
genQ1105	396	1
genQ1106	396	1
genQ1107	396	1
genQ1108	397	1
genQ1109	397	1
genQ1110	397	1
genQ1111	398	1
genQ1112	398	1
genQ1113	398	1
genQ1114	399	1
genQ1115	399	1
genQ1116	399	1
genQ1117	400	1
genQ1118	400	1
genQ1119	400	1
genQ1120	401	1
genQ1121	401	1
genQ1122	401	1
genQ1123	402	1
genQ1124	402	1
genQ1125	402	1
genQ1126	403	1
genQ1127	403	1
genQ1128	403	1
genQ1129	404	1
genQ1130	404	1
genQ1131	404	1
genQ1132	405	1
genQ1133	405	1
genQ1134	405	1
genQ1135	406	1
genQ1136	406	1
genQ1137	406	1
genQ1138	407	1
genQ1139	407	1
genQ1140	407	1
genQ1141	408	1
genQ1142	408	1
genQ1143	409	1
genQ1144	409	1
genQ1145	409	1
genQ1146	410	1
genQ1147	410	1
genQ1148	410	1
genQ1149	411	1
genQ1150	411	1
genQ1151	411	1
genQ1152	412	1
genQ1153	412	1
genQ1154	412	1
genQ1155	413	1
genQ1156	413	1
genQ1157	413	1
genQ1158	414	1
genQ1159	415	1
genQ1160	415	1
genQ1161	415	1
genQ1162	416	1
genQ1163	416	1
genQ1164	416	1
genQ1165	417	1
genQ1166	417	1
genQ1167	417	1
genQ1168	418	1
genQ1169	418	1
genQ1170	418	1
genQ1171	419	1
genQ1172	419	1
genQ1173	419	1
genQ1174	420	1
genQ1175	420	1
genQ1176	420	1
genQ1177	421	1
genQ1178	421	1
genQ1179	421	1
genQ1180	422	1
genQ1181	422	1
genQ1182	422	1
genQ1183	423	1
genQ1184	423	1
genQ1185	424	1
genQ1186	424	1
genQ1187	424	1
genQ1188	425	1
genQ1189	425	1
genQ1190	425	1
genQ1191	426	1
genQ1192	426	1
genQ1193	426	1
genQ1194	427	1
genQ1195	427	1
genQ1196	427	1
genQ1197	428	1
genQ1198	428	1
genQ1199	428	1
genQ1200	429	1
genQ1201	429	1
genQ1202	429	1
genQ1203	430	1
genQ1204	430	1
genQ1205	431	1
genQ1206	431	1
genQ1207	431	1
genQ1208	432	1
genQ1209	432	1
genQ1210	433	1
genQ1211	433	1
genQ1212	433	1
genQ1213	434	1
genQ1214	434	1
genQ1215	434	1
genQ1216	435	1
genQ1217	435	1
genQ1218	435	1
genQ1219	436	1
genQ1220	436	1
genQ1221	437	1
genQ1222	437	1
genQ1223	437	1
genQ1224	438	1
genQ1225	438	1
genQ1226	438	1
genQ1227	439	1
genQ1228	439	1
genQ1229	439	1
genQ1230	440	1
genQ1231	440	1
genQ1232	440	1
genQ1233	441	1
genQ1234	441	1
genQ1235	441	1
genQ1236	442	1
genQ1237	442	1
genQ1238	442	1
genQ1239	443	1
genQ1240	443	1
genQ1241	443	1
genQ1242	444	1
genQ1243	444	1
genQ1244	445	1
genQ1245	445	1
genQ1246	445	1
genQ1247	446	1
genQ1248	446	1
genQ1249	446	1
genQ1250	447	1
genQ1251	447	1
genQ1252	447	1
genQ1253	448	1
genQ1254	448	1
genQ1255	448	1
genQ1256	449	1
genQ1257	449	1
genQ1258	449	1
genQ1259	450	1
genQ1260	450	1
genQ1261	450	1
genQ1262	451	1
genQ1263	451	1
genQ1264	451	1
genQ1265	452	1
genQ1266	452	1
genQ1267	452	1
genQ1268	453	1
genQ1269	453	1
genQ1270	453	1
genQ1271	454	1
genQ1272	454	1
genQ1273	454	1
genQ1274	455	1
genQ1275	455	1
genQ1276	455	1
genQ1277	456	1
genQ1278	456	1
genQ1279	456	1
genQ1280	457	1
genQ1281	457	1
genQ1282	457	1
genQ1283	458	1
genQ1284	458	1
genQ1285	458	1
genQ1286	459	1
genQ1287	459	1
genQ1288	459	1
genQ1289	460	1
genQ1290	460	1
genQ1291	461	1
genQ1292	461	1
genQ1293	461	1
genQ1294	462	1
genQ1295	462	1
genQ1296	462	1
genQ1297	463	1
genQ1298	463	1
genQ1299	463	1
genQ1300	464	1
genQ1301	464	1
genQ1302	464	1
genQ1303	465	1
genQ1304	465	1
genQ1305	465	1
genQ1306	466	1
genQ1307	466	1
genQ1308	466	1
genQ1309	467	1
genQ1310	467	1
genQ1311	467	1
genQ1312	468	1
genQ1313	468	1
genQ1314	468	1
genQ1315	469	1
genQ1316	469	1
genQ1317	469	1
genQ1318	470	1
genQ1319	471	1
genQ1320	472	1
genQ1321	472	1
genQ1322	472	1
genQ1323	473	1
genQ1324	473	1
genQ1325	473	1
genQ1326	474	1
genQ1327	474	1
genQ1328	474	1
genQ1329	475	1
genQ1330	475	1
genQ1331	475	1
genQ1332	476	1
genQ1333	476	1
genQ1334	476	1
genQ1335	477	1
genQ1336	477	1
genQ1337	477	1
genQ1338	478	1
genQ1339	478	1
genQ1340	478	1
genQ1341	479	1
genQ1342	479	1
genQ1343	479	1
genQ1344	480	1
genQ1345	480	1
genQ1346	480	1
genQ1347	481	1
genQ1348	481	1
genQ1349	481	1
genQ1350	482	1
genQ1351	482	1
genQ1352	482	1
genQ1353	483	1
genQ1354	483	1
genQ1355	483	1
genQ1356	484	1
genQ1357	484	1
genQ1358	484	1
genQ1359	485	1
genQ1360	485	1
genQ1361	485	1
genQ1362	486	1
genQ1363	486	1
genQ1364	486	1
genQ1365	487	1
genQ1366	487	1
genQ1367	488	1
genQ1368	488	1
genQ1369	488	1
genQ1370	489	1
genQ1371	489	1
genQ1372	489	1
genQ1373	490	1
genQ1374	490	1
genQ1375	490	1
genQ1376	491	1
genQ1377	491	1
genQ1378	491	1
genQ1379	492	1
genQ1380	492	1
genQ1381	492	1
genQ1382	493	1
genQ1383	493	1
genQ1384	493	1
genQ1385	494	1
genQ1386	494	1
genQ1387	494	1
genQ1388	495	1
genQ1389	495	1
genQ1390	495	1
genQ1391	496	1
genQ1392	496	1
genQ1393	496	1
genQ1394	497	1
genQ1395	497	1
genQ1396	497	1
genQ1397	498	1
genQ1398	498	1
genQ1399	498	1
genQ1400	499	1
genQ1401	499	1
genQ1402	499	1
genQ1403	500	1
genQ1404	500	1
genQ1405	500	1
genQ1406	501	1
genQ1407	501	1
genQ1408	501	1
genQ1409	502	1
genQ1410	502	1
genQ1411	502	1
genQ1412	503	1
genQ1413	503	1
genQ1414	503	1
genQ1415	504	1
genQ1416	505	1
genQ1417	505	1
genQ1418	505	1
genQ1419	506	1
genQ1420	506	1
genQ1421	506	1
genQ1422	507	1
genQ1423	507	1
genQ1424	507	1
genQ1425	508	1
genQ1426	508	1
genQ1427	509	1
genQ1428	509	1
genQ1429	509	1
genQ1430	510	1
genQ1431	510	1
genQ1432	511	1
genQ1433	511	1
genQ1434	512	1
genQ1435	512	1
genQ1436	512	1
genQ1437	513	1
genQ1438	513	1
genQ1439	513	1
genQ1440	514	1
genQ1441	514	1
genQ1442	514	1
genQ1443	515	1
genQ1444	515	1
genQ1445	515	1
genQ1446	516	1
genQ1447	516	1
genQ1448	516	1
genQ1449	517	1
genQ1450	517	1
genQ1451	517	1
genQ1452	518	1
genQ1453	518	1
genQ1454	518	1
genQ1455	519	1
genQ1456	519	1
genQ1457	520	1
genQ1458	520	1
genQ1459	520	1
genQ1460	521	1
genQ1461	521	1
genQ1462	521	1
genQ1463	522	1
genQ1464	522	1
genQ1465	522	1
genQ1466	523	1
genQ1467	523	1
genQ1468	523	1
genQ1469	524	1
genQ1470	524	1
genQ1471	524	1
genQ1472	525	1
genQ1473	525	1
genQ1474	525	1
genQ1475	526	1
genQ1476	526	1
genQ1477	526	1
genQ1478	527	1
genQ1479	527	1
genQ1480	527	1
genQ1481	528	1
genQ1482	528	1
genQ1483	528	1
genQ1484	529	1
genQ1485	529	1
genQ1486	529	1
genQ1487	530	1
genQ1488	530	1
genQ1489	530	1
genQ1490	531	1
genQ1491	531	1
genQ1492	532	1
genQ1493	532	1
genQ1494	532	1
genQ1495	533	1
genQ1496	533	1
genQ1497	533	1
